,Original_Text,Class_String,Class_Number,Neuron_38
3721,"The Seattle Storm raced to hot starts in both the first and second halves and never looked back, using the momentum to win their first WNBA world championship.",Sports,2,0.189922
3725,Jets quarterback Chad Pennington will start tomorrow against the Houston Texans after sitting out the past three games with a strained right rotator cuff.,Sports,2,0.0
3727,At least nine Iraqis and four US soldiers are reported to have been killed in renewed violence in Iraq.,World,1,0.14943336
3733,Italy boss Marcello Lippi is counting in his charges to make the country forget their weekend loss to Slovenia when they face Belarus in UEFA World Cup qualifying action on Wednesday.,Sports,2,0.0
3734,"Hempstead, NY -- New York Jets wide receiver Santana Moss is questionable for Sunday #39;s game against San Francisco because of a hamstring injury.",Sports,2,0.0
3735,"AP - Elections officials have rebuffed an attempt by a former GOP operative to purge about 17,000 Democrats from the voter rolls in the battleground state of Nevada, where the two presidential candidates are in a dead heat.",World,1,0.039743148
3736,"WHATEVER her status as an individual in the world of basketball, Lauren Jackson #39;s ultimate legacy will be what she achieves with her teams.",Sports,2,0.009014148
3737,"Roadside bombings killed four American soldiers in Baghdad, the US command said Wednesday, as US and Iraqi troops stepped up pressure on Sunni insurgents before this week #39;s start of the Islamic holy month of Ramadan.",World,1,0.0
3740,Purdue #39;s Boilermakers are breathing thin and rarefied air as they climb up the college football rankings mountain. It #39;s a heady air that hasn #39;t been breathed on the West Lafayette campus in nearly 25 years.,Sports,2,0.02184616
3743," BAGHDAD (Reuters) - Iraq's interim prime minister warned  the rebel-held city of Falluja on Wednesday it must hand over  foreign militants, including America's top enemy in Iraq, or  face a major operation to root them out.",World,1,0.07635594
3744,"Radek Stepanek of the Czech Republic pulled off a major upset Wednesday, eliminating top-seeded Marat Safin 7-6 (8), 4-6, 6-3 on the Russian #39;s home turf in the second round of the US\$2.",Sports,2,0.038456682
3746,Michael Owen heads England's winner in the World Cup qualifier against Azerbaijan.,World,1,0.0
3748,"Cincinnati, OH (Sports Network) - Cincinnati Bengals wide receiver Peter Warrick is doubtful for Sunday #39;s game against Cleveland because of a shin injury.",Sports,2,0.0
3749,"Reuters - Israel dealt a double blow to the\Palestinian Islamic group Hamas on Wednesday, arresting a West\Bank leader held responsible for a twin suicide bus bombing\that killed 16 and killing two militants in Gaza air strikes.",World,1,0.0
3755,"NATO will send military trainers to Iraq before the end of the year in response to appeals by Iraqi leaders for speedy action, US ambassador to NATO Nicholas Burns said today.",World,1,0.09209854
3756,Israeli air strikes killed two Hamas militants in Gaza on Thursday just after the Islamic group renewed its threats to continue rocket attacks against Israelis despite a massive army offensive aimed at stopping them.,World,1,0.01627825
3758,Tony Blair is to address leaders at conference of centre-left leaders in Hungarian capital Budapest.,World,1,0.29980582
3762,"Canadian Press - BAIKONUR, Kazakhstan (AP) - A Russian rocket carrying a new Russian-U.S. crew to the international space station lifted off from the Baikonur cosmodrome Thursday.",World,1,0.21462446
3767,GAZA CITY -- The Israeli army yesterday suspended a platoon commander on suspicion he emptied an ammunition clip into a 13-year-old Palestinian girl from close range after she had already collapsed under fire.,World,1,0.0
3768,"The senior quarterback rushed for 110 yards, threw for a touchdown and even punted a quick kick in the Mountaineers #39; 31-19 victory over Connecticut last night.",Sports,2,0.0
3771, NEW YORK (Reuters) - Jim Edmonds hit a three-run double to  key a six-run sixth inning as the St Louis Cardinals beat the  Houston Astros 10-7 in the opening game of the National League  Championship Series at Busch Stadium on Wednesday.,Sports,2,0.0
3772,The United States national soccer team revealed both its immediate and long-term future in a 6-0 victory over Panama last night.,Sports,2,0.045740176
3773,NEW YORK -- The nature of this American League Championship Series fundamentally changed when it turned out that the supposed ankle tendinitis suffered by Curt Schilling was actually a displaced ankle tendon.,Sports,2,0.0
3774,Around 50 Thai Air Force planes  quot;bombed quot; the largely Muslim south with paper birds on Sunday as a symbol of peace for the restive region where nearly 500 people have been killed since January.,World,1,0.27615908
3781,Amsterdam - Goals in either half from Manchester United striker Ruud van Nistelrooy lifted the Netherlands to a 3-1 win over Finland in their European Group One qualifier for the 2006 World Cup here on Wednesday.,Sports,2,0.0
3782,"In southeast Pakistan one of two Chinese hostages injured during a rescue operation died of his injuries, military sources said Thursday.",World,1,0.20884162
3783,Chinese President Hu Jintao sent a message to Norodom Sihamoni on Thursday to congratulate him on his election as the king of Cambodia.,World,1,0.18918405
3786,"KABUL, Afghanistan - Vote counting in Afghanistan's presidential election got under way Thursday, five days after a landmark vote meant to cement a new era of stability after more than two decades of strife.    The head of the Afghan-U.N...",World,1,0.11665174
3791,"NEW YORK - Maybe it will seem just mere whistling in the Bronx, these pledges by manager Terry Francona and general manager Theo Epstein even before Boston's 3-1 loss in Game 2 that the Red Sox would somehow find a way to overcome the possible loss of Curt Schilling for the rest of this American League Championship Series because of ...",Sports,2,0.0
3792,"Forget about the Curse and all that nonsense. The real ongoing issue with the Boston Red Sox is the fact that they are eternally held hostage by what we shall call  quot;Gilda's Law. quot; (OK, Roseanne Roseannadanna's.)",Sports,2,0.14350887
3794,India #39;s spin king Anil Kumble grabbed seven wickets for 25 runs to skittle world champions Australia for 235 in a dramatic start to the second Test on Thursday.,Sports,2,0.0
3798,"Mesa, AZ (Sports Network) - Phoenix Coyotes managing partner Wayne Gretzky is considering a move into the coaching ranks, according to a published report.",Sports,2,0.25646093
3799,"LONDON Oct. 14, 2004 - A Virgin Atlantic plane heading from Hong Kong to London was diverted to an airport north of London on Thursday after receiving a bomb threat, police said.",World,1,0.27081951
3803,"Reuters - Yao Ming's Houston Rockets squeezed\past the Sacramento Kings on Thursday in the first NBA game to\be played in China, a country the fast-growing basketball\league deems a potential marketing mecca.",Sports,2,0.06342331
3805,"ST. LOUIS - The Houston Astros put their hopes in a pitcher untested in the postseason when they give Pete Munro the ball to start Game 2 of the NL Championship series on Thursday, one night after dropping the opener to the St...",World,1,0.0
3806,Italy coach Marcello Lippi claimed he was frustrated that the Azzurri had no more World Cup qualifiers before the new year after the 4-3 win over Belarus saw the Italians claim top spot in Group Five.,Sports,2,0.0
3808,"The NBA has no plans to change its rules for the 3-point shot, though it will proceed with an experiment for its developmental league in which all field goals will be worth 2 points until the final five minutes of regulation and overtime.",Sports,2,0.0
3809,Austrian goalkeeper Alex Manninger could miss the rest of the season after dislocating his shoulder in Wednesday #39;s World Cup qualifying draw with Northern Ireland.,Sports,2,0.0
3810,"Israel says it will not restrict access to the al-Aqsa mosque compound in Jerusalem during the Muslim holy month of Ramadan, that begins on Friday.",World,1,0.081878826
3814,About 120 million origami birds were air-dropped over southern Thailand yesterday in an attempt to quell a Muslim insurgency that has led to the deaths of more than 500 people this year.,World,1,0.13364622
3820,The Team India think tank has put its foot in the mouth again by replacing a specialist opener Akash Chopra by the ODI specialist Yuvraj Singh.,Sports,2,0.30360764
3821,"The United Nations secretary-general, Kofi Annan, has appealed to the European Union to play a bigger role in UN peacekeeping operations.",World,1,0.08544038
3825,"AP - The infield at Fenway Park was covered with a dirty white tarp on a dreary day. Unless the Boston Red Sox start winning soon, the gloom will last all winter. The Red Sox returned home Thursday after losing the first two games of the AL championship series to the Yankees in New York. As its workout began, Boston announced ace Curt Schilling's ailing ankle will prevent him from pitching Game 5 and perhaps the rest of the postseason.",Sports,2,0.0
3831,Justin Rose had his first-ever professional hole-in-one at the tough par-three 17th at Forest Oaks and then confessed that it was his only decent shot of the day.,Sports,2,0.00871106
